Date,Volume,Adj Close
"Apr 29, 2025",312373,60.42
"Apr 28, 2025",276116,62.05
"Apr 25, 2025",283758,63.02
"Apr 24, 2025",264908,62.79
"Apr 23, 2025",397841,62.27
"Apr 22, 2025",297928,64.31
"Apr 21, 2025",82671,63.08
"Apr 17, 2025",111479,64.68
"Apr 16, 2025",213194,62.47
"Apr 15, 2025",197404,61.33
"Apr 14, 2025",238068,61.53
"Apr 11, 2025",306231,61.5
"Apr 10, 2025",391826,60.07
"Apr 9, 2025",592250,62.35
"Apr 8, 2025",557655,59.58
"Apr 7, 2025",597617,60.7
"Apr 4, 2025",559638,61.99
"Apr 3, 2025",459238,66.95
"Apr 2, 2025",286501,71.71
"Apr 1, 2025",272832,71.2
"Mar 31, 2025",313087,71.48
"Mar 28, 2025",246650,69.36
"Mar 27, 2025",211825,69.92
"Mar 26, 2025",262413,69.65
"Mar 25, 2025",258411,69.0
"Mar 24, 2025",247024,69.11
"Mar 21, 2025",198964,68.28
"Mar 20, 2025",283376,68.26
"Mar 19, 2025",73077,67.16
"Mar 18, 2025",110338,66.9
"Mar 17, 2025",161298,67.58
"Mar 14, 2025",180495,67.18
"Mar 13, 2025",268590,66.55
"Mar 12, 2025",246675,67.68
"Mar 11, 2025",222511,66.25
"Mar 10, 2025",249633,66.03
"Mar 7, 2025",329710,67.04
"Mar 6, 2025",341632,66.36
"Mar 5, 2025",382493,66.31
"Mar 4, 2025",386750,68.26
"Mar 3, 2025",332751,68.37
"Feb 28, 2025",250074,69.76
"Feb 27, 2025",265933,70.35
"Feb 26, 2025",255601,68.62
"Feb 25, 2025",267310,68.93
"Feb 24, 2025",205468,70.7
"Feb 21, 2025",268470,70.4
"Feb 20, 2025",240060,72.57
"Feb 19, 2025",69012,72.25
"Feb 18, 2025",130937,71.85
"Feb 14, 2025",207719,70.74
"Feb 13, 2025",278197,71.29
"Feb 12, 2025",318123,71.37
"Feb 11, 2025",266819,73.32
"Feb 10, 2025",255941,72.32
"Feb 7, 2025",273766,71.0
"Feb 6, 2025",299037,70.61
"Feb 5, 2025",289902,71.03
"Feb 4, 2025",452961,72.7
"Feb 3, 2025",517853,73.16
"Jan 31, 2025",376335,72.53
"Jan 30, 2025",336475,72.73
"Jan 29, 2025",312733,72.62
"Jan 28, 2025",326075,73.77
"Jan 27, 2025",334418,73.17
"Jan 24, 2025",319679,74.66
"Jan 23, 2025",350688,74.62
"Jan 22, 2025",315333,75.44
"Jan 21, 2025",568807,75.89
"Jan 17, 2025",112409,77.88
"Jan 16, 2025",159948,78.68
"Jan 15, 2025",321422,80.04
"Jan 14, 2025",326729,77.5
"Jan 13, 2025",460942,78.82
"Jan 10, 2025",478432,76.57
"Jan 9, 2025",213421,73.92
"Jan 8, 2025",328617,73.32
"Jan 7, 2025",277328,74.25
"Jan 6, 2025",306042,73.56
"Jan 3, 2025",296040,73.96
"Jan 2, 2025",306498,73.13
"Dec 31, 2024",151155,71.72
"Dec 30, 2024",199296,70.99
"Dec 27, 2024",172641,70.6
"Dec 26, 2024",144877,69.62
"Dec 24, 2024",122602,70.1
"Dec 23, 2024",188843,69.24
"Dec 20, 2024",231592,69.46
"Dec 19, 2024",291660,69.91
"Dec 18, 2024",99386,70.58
"Dec 17, 2024",99604,70.08
"Dec 16, 2024",204296,70.71
"Dec 13, 2024",230429,71.29
"Dec 12, 2024",326046,70.02
"Dec 11, 2024",335892,70.29
"Dec 10, 2024",286003,68.59
"Dec 9, 2024",297085,68.37
"Dec 6, 2024",341593,67.2
"Dec 5, 2024",286701,68.3
"Dec 4, 2024",325636,68.54
"Dec 3, 2024",303752,69.94
"Dec 2, 2024",264883,68.1
"Nov 29, 2024",291408,68.0
"Nov 27, 2024",227215,68.72
"Nov 26, 2024",292138,68.77
"Nov 25, 2024",380922,68.94
"Nov 22, 2024",408207,71.24
"Nov 21, 2024",283850,70.1
"Nov 20, 2024",235637,68.87
"Nov 19, 2024",89360,69.39
"Nov 18, 2024",110375,69.16
"Nov 15, 2024",205235,67.02
"Nov 14, 2024",232270,68.7
"Nov 13, 2024",386027,68.43
"Nov 12, 2024",286926,68.12
"Nov 11, 2024",364506,68.04
"Nov 8, 2024",362038,70.38
"Nov 7, 2024",353595,72.36
"Nov 6, 2024",388265,71.69
"Nov 5, 2024",247311,71.99
"Nov 4, 2024",286947,71.47
"Nov 1, 2024",320572,69.49
"Oct 31, 2024",311055,69.26
"Oct 30, 2024",284795,68.61
"Oct 29, 2024",291929,67.21
"Oct 28, 2024",419623,67.38
"Oct 25, 2024",287189,71.78
"Oct 24, 2024",286571,70.19
"Oct 23, 2024",293835,70.77
"Oct 22, 2024",330456,72.09
"Oct 21, 2024",92584,70.56
"Oct 18, 2024",95768,69.22
"Oct 17, 2024",188161,70.67
"Oct 16, 2024",222437,70.39
"Oct 15, 2024",328738,70.58
"Oct 14, 2024",273455,73.83
"Oct 11, 2024",315302,75.56
"Oct 10, 2024",321453,75.85
"Oct 9, 2024",401159,73.24
"Oct 8, 2024",496760,73.57
"Oct 7, 2024",419018,77.14
"Oct 4, 2024",428815,74.38
"Oct 3, 2024",460554,73.71
"Oct 2, 2024",429225,70.1
"Oct 1, 2024",668216,69.83
"Sep 30, 2024",350115,68.17
"Sep 27, 2024",341133,68.18
"Sep 26, 2024",478069,67.67
"Sep 25, 2024",476237,69.69
"Sep 24, 2024",318516,71.56
"Sep 23, 2024",338267,70.37
"Sep 20, 2024",306997,71.92
"Sep 19, 2024",86630,71.95
"Sep 18, 2024",102907,70.91
"Sep 17, 2024",251629,71.19
"Sep 16, 2024",295176,70.09
"Sep 13, 2024",308983,68.65
"Sep 12, 2024",351976,68.97
"Sep 11, 2024",393311,67.31
"Sep 10, 2024",442855,65.75
"Sep 9, 2024",351074,68.71
"Sep 6, 2024",351074,67.67
"Sep 5, 2024",405596,69.15
"Sep 4, 2024",482025,69.2
"Sep 3, 2024",546617,70.34
"Aug 30, 2024",427273,73.55
"Aug 29, 2024",408147,75.91
"Aug 28, 2024",337361,74.52
"Aug 27, 2024",331162,75.53
"Aug 26, 2024",409675,77.42
"Aug 23, 2024",313764,74.83
"Aug 22, 2024",334117,73.01
"Aug 21, 2024",390527,71.93
"Aug 20, 2024",329276,74.04
"Aug 19, 2024",118172,74.37
"Aug 16, 2024",100810,76.65
"Aug 15, 2024",195122,78.16
"Aug 14, 2024",357636,76.98
"Aug 13, 2024",370763,78.35
"Aug 12, 2024",376747,80.06
"Aug 9, 2024",263007,76.84
"Aug 8, 2024",327301,76.19
"Aug 7, 2024",427995,75.23
"Aug 6, 2024",352250,73.2
"Aug 5, 2024",500151,72.94
"Aug 2, 2024",467786,73.52
"Aug 1, 2024",383014,76.31
"Jul 31, 2024",460315,77.91
"Jul 30, 2024",419478,74.73
"Jul 29, 2024",362635,75.81
"Jul 26, 2024",365121,77.16
"Jul 25, 2024",457288,78.28
"Jul 24, 2024",355971,77.59
"Jul 23, 2024",417941,76.96
"Jul 22, 2024",345235,79.78
"Jul 19, 2024",83795,80.13
"Jul 18, 2024",95704,82.82
"Jul 17, 2024",257437,82.85
"Jul 16, 2024",308186,80.76
"Jul 15, 2024",296520,81.91
"Jul 12, 2024",370062,82.21
"Jul 11, 2024",324170,82.62
"Jul 10, 2024",334380,82.1
"Jul 9, 2024",297325,81.41
"Jul 8, 2024",251774,82.33
"Jul 5, 2024",361357,83.16
"Jul 3, 2024",289685,83.88
"Jul 2, 2024",367787,82.81
"Jul 1, 2024",345780,83.38
"Jun 28, 2024",260252,81.54
"Jun 27, 2024",306342,81.74
"Jun 26, 2024",308410,80.9
"Jun 25, 2024",286038,80.83
"Jun 24, 2024",271745,81.63
"Jun 21, 2024",290500,80.73
"Jun 20, 2024",420499,82.17
"Jun 18, 2024",140709,81.57
"Jun 17, 2024",126733,80.33
"Jun 14, 2024",245827,78.45
"Jun 13, 2024",307638,78.62
"Jun 12, 2024",322285,78.5
"Jun 11, 2024",314874,77.9
"Jun 10, 2024",317031,77.74
"Jun 7, 2024",280253,75.53
"Jun 6, 2024",291082,75.55
"Jun 5, 2024",307701,74.07
"Jun 4, 2024",408721,73.25
"Jun 3, 2024",443271,74.22
"May 31, 2024",345120,76.99
"May 30, 2024",373779,77.91
"May 29, 2024",259594,79.23
"May 28, 2024",334074,79.83
"May 24, 2024",299075,77.72
"May 23, 2024",330273,76.87
"May 22, 2024",314145,77.57
"May 21, 2024",371672,79.26
"May 20, 2024",85072,79.8
"May 17, 2024",94152,80.06
"May 16, 2024",230277,79.23
"May 15, 2024",321267,78.63
"May 14, 2024",307410,78.02
"May 13, 2024",287701,79.12
"May 10, 2024",281169,78.26
"May 9, 2024",272712,79.26
"May 8, 2024",355449,78.99
"May 7, 2024",327593,78.38
"May 6, 2024",297369,78.48
"May 3, 2024",324438,78.11
"May 2, 2024",359652,78.95
"May 1, 2024",441978,79.0
"Apr 30, 2024",400680,81.93
"Apr 29, 2024",336984,82.63
"Apr 26, 2024",244090,83.85
"Apr 25, 2024",314116,83.57
"Apr 24, 2024",329077,82.81
"Apr 23, 2024",355814,83.36
"Apr 22, 2024",313914,82.85
"Apr 19, 2024",76901,83.14
"Apr 18, 2024",84468,82.73
"Apr 17, 2024",259540,82.69
"Apr 16, 2024",241343,85.36
"Apr 15, 2024",343894,85.41
"Apr 12, 2024",369958,85.66
"Apr 11, 2024",388128,85.02
"Apr 10, 2024",373939,86.21
"Apr 9, 2024",314994,85.23
"Apr 8, 2024",393734,86.43
"Apr 5, 2024",353206,86.91
"Apr 4, 2024",359534,86.59
"Apr 3, 2024",322549,85.43
"Apr 2, 2024",344040,85.15
"Apr 1, 2024",321059,83.71
"Mar 28, 2024",293774,83.17
"Mar 27, 2024",249964,81.35
"Mar 26, 2024",235845,81.62
"Mar 25, 2024",300360,81.95
"Mar 22, 2024",231101,80.63
"Mar 21, 2024",266860,81.07
"Mar 20, 2024",351161,81.68
"Mar 19, 2024",76814,83.47
"Mar 18, 2024",84718,82.72
"Mar 15, 2024",185078,81.04
"Mar 14, 2024",297450,81.26
"Mar 13, 2024",316390,79.72
"Mar 12, 2024",309922,77.56
"Mar 11, 2024",329873,77.93
"Mar 8, 2024",347533,78.01
"Mar 7, 2024",432923,78.93
"Mar 6, 2024",371049,79.13
"Mar 5, 2024",436521,78.15
"Mar 4, 2024",347214,78.74
"Mar 1, 2024",363417,79.97
"Feb 29, 2024",317939,78.26
"Feb 28, 2024",330043,78.54
"Feb 27, 2024",269236,78.87
"Feb 26, 2024",274710,77.58
"Feb 23, 2024",353437,76.49
"Feb 22, 2024",330511,78.61
"Feb 21, 2024",323243,77.91
"Feb 20, 2024",435235,78.18
"Feb 16, 2024",113713,79.19
"Feb 15, 2024",122432,78.03
"Feb 14, 2024",296131,76.64
"Feb 13, 2024",338174,77.87
"Feb 12, 2024",248476,76.92
"Feb 9, 2024",302612,76.84
"Feb 8, 2024",377906,76.22
"Feb 7, 2024",294955,73.86
"Feb 6, 2024",310955,73.31
"Feb 5, 2024",350843,72.78
"Feb 2, 2024",467768,72.28
"Feb 1, 2024",577936,73.82
"Jan 31, 2024",344493,75.85
"Jan 30, 2024",347242,77.82
"Jan 29, 2024",331925,76.78
"Jan 26, 2024",365456,78.01
"Jan 25, 2024",320177,77.36
"Jan 24, 2024",323726,75.09
"Jan 23, 2024",306060,74.37
"Jan 22, 2024",372284,75.19
"Jan 19, 2024",78234,73.41
"Jan 18, 2024",86646,74.08
"Jan 17, 2024",315679,72.56
"Jan 16, 2024",430437,72.4
"Jan 12, 2024",403636,72.68
"Jan 11, 2024",373645,72.02
"Jan 10, 2024",352772,71.37
"Jan 9, 2024",363445,72.24
"Jan 8, 2024",392249,70.77
"Jan 5, 2024",325525,73.81
"Jan 4, 2024",344467,72.19
"Jan 3, 2024",334861,72.7
"Jan 2, 2024",330992,70.38
"Dec 29, 2023",214486,71.65
"Dec 28, 2023",262748,71.77
"Dec 27, 2023",253323,74.11
"Dec 26, 2023",208715,75.57
"Dec 22, 2023",222600,73.56
"Dec 21, 2023",251982,73.89
"Dec 20, 2023",273364,74.22
"Dec 19, 2023",230042,73.44
"Dec 18, 2023",73941,72.47
"Dec 15, 2023",95513,71.43
"Dec 14, 2023",275688,71.58
"Dec 13, 2023",306996,69.47
"Dec 12, 2023",324530,68.61
"Dec 11, 2023",274414,71.32
"Dec 8, 2023",302250,71.23
"Dec 7, 2023",339000,69.34
"Dec 6, 2023",436803,69.38
"Dec 5, 2023",358703,72.32
"Dec 4, 2023",388832,73.04
"Dec 1, 2023",358976,74.07
"Nov 30, 2023",559169,75.96
"Nov 29, 2023",322170,77.86
"Nov 28, 2023",286618,76.41
"Nov 27, 2023",289562,74.86
"Nov 24, 2023",281147,75.54
"Nov 22, 2023",389325,77.1
"Nov 21, 2023",238629,77.77
"Nov 20, 2023",270638,77.6
"Nov 17, 2023",101484,75.89
"Nov 16, 2023",125165,72.9
"Nov 15, 2023",282301,76.66
"Nov 14, 2023",263002,78.26
"Nov 13, 2023",262903,78.26
"Nov 10, 2023",266998,77.17
"Nov 9, 2023",303430,75.74
"Nov 8, 2023",429647,75.33
"Nov 7, 2023",396289,77.37
"Nov 6, 2023",271131,80.82
"Nov 3, 2023",457281,80.51
"Nov 2, 2023",307122,82.46
"Nov 1, 2023",321592,80.44
"Oct 31, 2023",346007,81.02
"Oct 30, 2023",356928,82.31
"Oct 27, 2023",333760,85.54
"Oct 26, 2023",341792,83.21
"Oct 25, 2023",429459,85.39
"Oct 24, 2023",370591,83.74
"Oct 23, 2023",315517,85.49
"Oct 20, 2023",311917,88.75
"Oct 19, 2023",72058,89.37
"Oct 18, 2023",92797,88.32
"Oct 17, 2023",197124,86.66
"Oct 16, 2023",235780,86.66
"Oct 13, 2023",356863,87.69
"Oct 12, 2023",373492,82.91
"Oct 11, 2023",425395,83.49
"Oct 10, 2023",337654,85.97
"Oct 9, 2023",435037,86.38
"Oct 6, 2023",461139,82.79
"Oct 5, 2023",465997,82.31
"Oct 4, 2023",459995,84.22
"Oct 3, 2023",350659,89.23
"Oct 2, 2023",334493,88.82
"Sep 29, 2023",355782,90.79
"Sep 28, 2023",406709,91.71
"Sep 27, 2023",504630,93.68
"Sep 26, 2023",318016,90.39
"Sep 25, 2023",328369,89.68
"Sep 22, 2023",402087,90.03
"Sep 21, 2023",351032,89.63
"Sep 20, 2023",457854,90.28
"Sep 19, 2023",94597,91.2
"Sep 18, 2023",119258,91.48
"Sep 15, 2023",315003,90.77
"Sep 14, 2023",325270,90.16
"Sep 13, 2023",345972,88.52
"Sep 12, 2023",341137,88.84
"Sep 11, 2023",292388,87.29
"Sep 8, 2023",294437,87.51
"Sep 7, 2023",270736,86.87
"Sep 6, 2023",307115,87.54
"Sep 5, 2023",452908,86.69
"Sep 1, 2023",420461,85.55
"Aug 31, 2023",368848,83.63
"Aug 30, 2023",299418,81.63
"Aug 29, 2023",284168,81.16
"Aug 28, 2023",246584,80.1
"Aug 25, 2023",411409,79.83
"Aug 24, 2023",349230,79.05
"Aug 23, 2023",378146,78.89
"Aug 22, 2023",287489,80.35
"Aug 21, 2023",115874,80.72
"Aug 18, 2023",128090,81.25
"Aug 17, 2023",235581,80.39
"Aug 16, 2023",325403,79.38
"Aug 15, 2023",303207,80.99
"Aug 14, 2023",277352,82.51
"Aug 11, 2023",331254,83.19
"Aug 10, 2023",362188,82.82
"Aug 9, 2023",478140,84.4
"Aug 8, 2023",424545,82.92
"Aug 7, 2023",293036,81.94
"Aug 4, 2023",320873,82.82
"Aug 3, 2023",402641,81.55
"Aug 2, 2023",414825,79.49
"Aug 1, 2023",307859,81.37
"Jul 31, 2023",297270,81.8
"Jul 28, 2023",299547,80.58
"Jul 27, 2023",374358,80.09
"Jul 26, 2023",322031,78.78
"Jul 25, 2023",349600,79.63
"Jul 24, 2023",368285,78.74
"Jul 21, 2023",308106,77.07
"Jul 20, 2023",340962,75.63
"Jul 19, 2023",92920,75.35
"Jul 18, 2023",125092,75.75
"Jul 17, 2023",244785,74.15
"Jul 14, 2023",299576,75.42
"Jul 13, 2023",379728,76.89
"Jul 12, 2023",352887,75.75
"Jul 11, 2023",326883,74.83
"Jul 10, 2023",301014,72.99
"Jul 7, 2023",362632,73.86
"Jul 6, 2023",395381,71.8
"Jul 5, 2023",456809,71.79
"Jul 3, 2023",303479,69.79
"Jun 30, 2023",299873,70.64
"Jun 29, 2023",292865,69.86
"Jun 28, 2023",368295,69.56
"Jun 27, 2023",384752,67.7
"Jun 26, 2023",280116,69.37
"Jun 23, 2023",322475,69.16
"Jun 22, 2023",421348,69.51
"Jun 21, 2023",264656,72.53
"Jun 20, 2023",430492,70.5
"Jun 16, 2023",99185,71.78
"Jun 15, 2023",115613,70.62
"Jun 14, 2023",304449,68.27
"Jun 13, 2023",366354,69.42
"Jun 12, 2023",404769,67.12
"Jun 9, 2023",300724,70.17
"Jun 8, 2023",485396,71.29
"Jun 7, 2023",299127,72.53
"Jun 6, 2023",314962,71.74
"Jun 5, 2023",383943,72.15
"Jun 2, 2023",322596,71.74
"Jun 1, 2023",395393,70.1
"May 31, 2023",444787,68.09
"May 30, 2023",440862,69.46
"May 26, 2023",261498,72.67
"May 25, 2023",422637,71.83
"May 24, 2023",386611,74.34
"May 23, 2023",317586,72.91
"May 22, 2023",263977,71.99
"May 19, 2023",69949,71.55
"May 18, 2023",80864,71.86
"May 17, 2023",273708,72.83
"May 16, 2023",232328,70.86
"May 15, 2023",259013,71.11
"May 12, 2023",275435,70.04
"May 11, 2023",365892,70.87
"May 10, 2023",351506,72.56
"May 9, 2023",317493,73.71
"May 8, 2023",290076,73.16
"May 5, 2023",330585,71.34
"May 4, 2023",412495,68.56
"May 3, 2023",490523,68.6
"May 2, 2023",417820,71.66
"May 1, 2023",215017,75.66
"Apr 28, 2023",328399,76.78
"Apr 27, 2023",345880,74.76
"Apr 26, 2023",497778,74.3
"Apr 25, 2023",361646,77.07
"Apr 24, 2023",306720,78.76
"Apr 21, 2023",291114,77.87
"Apr 20, 2023",361413,77.29
"Apr 19, 2023",78310,79.16
"Apr 18, 2023",96290,80.86
"Apr 17, 2023",217048,80.83
"Apr 14, 2023",275129,82.52
"Apr 13, 2023",261230,82.16
"Apr 12, 2023",356133,83.26
"Apr 11, 2023",309683,81.53
"Apr 10, 2023",264906,79.74
"Apr 6, 2023",0,80.7
"Apr 5, 2023",254974,80.61
"Apr 4, 2023",343570,80.71
"Apr 3, 2023",547126,80.42
"Mar 31, 2023",304361,75.67
"Mar 30, 2023",269743,74.37
"Mar 29, 2023",312669,72.97
"Mar 28, 2023",328472,73.2
"Mar 27, 2023",353598,72.81
"Mar 24, 2023",380852,69.26
"Mar 23, 2023",335241,69.96
"Mar 22, 2023",337639,70.9
"Mar 21, 2023",409495,69.33
"Mar 20, 2023",76873,67.64
"Mar 17, 2023",152255,66.74
"Mar 16, 2023",327120,68.35
"Mar 15, 2023",555164,67.61
"Mar 14, 2023",432858,71.33
"Mar 13, 2023",457423,74.8
"Mar 10, 2023",371834,76.68
"Mar 9, 2023",349960,75.72
"Mar 8, 2023",335930,76.66
"Mar 7, 2023",398241,77.58
"Mar 6, 2023",292351,80.46
"Mar 3, 2023",374201,79.68
"Mar 2, 2023",260331,78.16
"Mar 1, 2023",342121,77.69
"Feb 28, 2023",300093,77.05
"Feb 27, 2023",266091,75.68
"Feb 24, 2023",329254,76.32
"Feb 23, 2023",333838,75.39
"Feb 22, 2023",332018,73.95
"Feb 21, 2023",402351,76.16
"Feb 17, 2023",93267,76.34
"Feb 16, 2023",117600,78.49
"Feb 15, 2023",264486,78.59
"Feb 14, 2023",299938,79.06
"Feb 13, 2023",301299,80.14
"Feb 10, 2023",356062,79.72
"Feb 9, 2023",324156,78.06
"Feb 8, 2023",353468,78.47
"Feb 7, 2023",408279,77.14
"Feb 6, 2023",380028,74.11
"Feb 3, 2023",413414,73.39
"Feb 2, 2023",339755,75.88
"Feb 1, 2023",360859,76.41
"Jan 31, 2023",312734,78.87
"Jan 30, 2023",327426,77.9
"Jan 27, 2023",367588,79.68
"Jan 26, 2023",291060,81.01
"Jan 25, 2023",297234,80.15
"Jan 24, 2023",288207,80.13
"Jan 23, 2023",297076,81.62
"Jan 20, 2023",300145,81.31
"Jan 19, 2023",58863,80.33
"Jan 18, 2023",92549,79.48
"Jan 17, 2023",312275,80.18
"Jan 13, 2023",283539,79.86
"Jan 12, 2023",307705,78.39
"Jan 11, 2023",350891,77.41
"Jan 10, 2023",307430,75.12
"Jan 9, 2023",329290,74.63
"Jan 6, 2023",258128,73.77
"Jan 5, 2023",300731,73.67
"Jan 4, 2023",352434,72.84
"Jan 3, 2023",338520,76.93
"Dec 30, 2022",205909,80.26
"Dec 29, 2022",199858,78.4
"Dec 28, 2022",207717,78.96
"Dec 27, 2022",199601,79.53
"Dec 23, 2022",237711,79.56
"Dec 22, 2022",219142,77.49
"Dec 21, 2022",234624,78.29
"Dec 20, 2022",254792,76.09
"Dec 19, 2022",69348,75.19
"Dec 16, 2022",99205,74.29
"Dec 15, 2022",224663,76.11
"Dec 14, 2022",292488,77.28
"Dec 13, 2022",352858,75.39
"Dec 12, 2022",323553,73.17
"Dec 9, 2022",356722,71.02
"Dec 8, 2022",474459,71.46
"Dec 7, 2022",392236,72.01
"Dec 6, 2022",380598,74.25
"Dec 5, 2022",346657,76.93
"Dec 2, 2022",280235,79.98
"Dec 1, 2022",321432,81.22
"Nov 30, 2022",287534,80.55
"Nov 29, 2022",381869,78.2
"Nov 28, 2022",405033,77.24
"Nov 25, 2022",266451,76.28
"Nov 23, 2022",379145,77.94
"Nov 22, 2022",269615,80.95
"Nov 21, 2022",475104,79.73
"Nov 18, 2022",96583,80.08
"Nov 17, 2022",138476,81.64
"Nov 16, 2022",225668,85.59
"Nov 15, 2022",331709,86.92
"Nov 14, 2022",315450,85.87
"Nov 11, 2022",301664,88.96
"Nov 10, 2022",340007,86.47
"Nov 9, 2022",388301,85.83
"Nov 8, 2022",344223,88.91
"Nov 7, 2022",322419,91.79
"Nov 4, 2022",354060,92.61
"Nov 3, 2022",239816,88.17
"Nov 2, 2022",280961,90.0
"Nov 1, 2022",274321,88.37
"Oct 31, 2022",285342,86.53
"Oct 28, 2022",263404,87.9
"Oct 27, 2022",292556,89.08
"Oct 26, 2022",287182,87.91
"Oct 25, 2022",240441,85.32
"Oct 24, 2022",250726,84.58
"Oct 21, 2022",272803,85.05
"Oct 20, 2022",338344,85.98
"Oct 19, 2022",71309,85.55
"Oct 18, 2022",97304,82.82
"Oct 17, 2022",172020,85.46
"Oct 14, 2022",237026,85.61
"Oct 13, 2022",298032,89.11
"Oct 12, 2022",332271,87.27
"Oct 11, 2022",333158,89.35
"Oct 10, 2022",289508,91.13
"Oct 7, 2022",429162,92.64
"Oct 6, 2022",235296,88.45
"Oct 5, 2022",329790,87.76
"Oct 4, 2022",302549,86.52
"Oct 3, 2022",287168,83.63
"Sep 30, 2022",253154,79.49
"Sep 29, 2022",286126,81.23
"Sep 28, 2022",324678,82.15
"Sep 27, 2022",283614,78.5
"Sep 26, 2022",280927,76.71
"Sep 23, 2022",334271,78.74
"Sep 22, 2022",303492,83.49
"Sep 21, 2022",339683,82.94
"Sep 20, 2022",279813,84.45
"Sep 19, 2022",59626,85.73
"Sep 16, 2022",87829,85.11
"Sep 15, 2022",235358,85.1
"Sep 14, 2022",335381,88.48
"Sep 13, 2022",347998,87.31
"Sep 12, 2022",275104,87.78
"Sep 9, 2022",305188,86.79
"Sep 8, 2022",342763,83.54
"Sep 7, 2022",380781,81.94
"Sep 6, 2022",420255,86.88
"Sep 2, 2022",277533,86.87
"Sep 1, 2022",305106,86.61
"Aug 31, 2022",344147,89.55
"Aug 30, 2022",386272,91.64
"Aug 29, 2022",283463,97.01
"Aug 26, 2022",288392,93.06
"Aug 25, 2022",279877,92.52
"Aug 24, 2022",320388,94.89
"Aug 23, 2022",285607,93.74
"Aug 22, 2022",352665,90.23
"Aug 19, 2022",58714,90.77
"Aug 18, 2022",80029,90.5
"Aug 17, 2022",230346,88.11
"Aug 16, 2022",305366,86.53
"Aug 15, 2022",275443,89.41
"Aug 12, 2022",264953,92.09
"Aug 11, 2022",341234,94.34
"Aug 10, 2022",383766,91.93
"Aug 9, 2022",347045,90.5
"Aug 8, 2022",340157,90.76
"Aug 5, 2022",350016,89.01
"Aug 4, 2022",334931,88.54
"Aug 3, 2022",395099,90.66
"Aug 2, 2022",328538,94.42
"Aug 1, 2022",365293,93.89
"Jul 29, 2022",349374,98.62
"Jul 28, 2022",318403,96.42
"Jul 27, 2022",321903,97.26
"Jul 26, 2022",310043,94.98
"Jul 25, 2022",278998,96.7
"Jul 22, 2022",307568,94.7
"Jul 21, 2022",318911,96.35
"Jul 20, 2022",315620,102.26
"Jul 19, 2022",63149,104.22
"Jul 18, 2022",84669,102.6
"Jul 15, 2022",240766,97.59
"Jul 14, 2022",387528,95.78
"Jul 13, 2022",347193,96.3
"Jul 12, 2022",398552,95.84
"Jul 11, 2022",348566,104.09
"Jul 8, 2022",327461,104.79
"Jul 7, 2022",379861,102.73
"Jul 6, 2022",444106,98.53
"Jul 5, 2022",594215,99.5
"Jul 1, 2022",305338,108.43
"Jun 30, 2022",362890,105.76
"Jun 29, 2022",322060,109.78
"Jun 28, 2022",306748,111.76
"Jun 27, 2022",282914,109.57
"Jun 24, 2022",321591,107.62
"Jun 23, 2022",346362,104.27
"Jun 22, 2022",432724,106.19
"Jun 21, 2022",427262,110.65
"Jun 17, 2022",103149,109.56
"Jun 16, 2022",162543,117.59
"Jun 15, 2022",301750,115.31
"Jun 14, 2022",366320,118.93
"Jun 13, 2022",372403,120.93
"Jun 10, 2022",352906,120.67
"Jun 9, 2022",293295,121.51
"Jun 8, 2022",340591,122.11
"Jun 7, 2022",341694,119.41
"Jun 6, 2022",246825,118.5
"Jun 3, 2022",240831,118.87
"Jun 2, 2022",327600,116.87
"Jun 1, 2022",290530,115.26
"May 31, 2022",440796,114.67
"May 27, 2022",217281,115.07
"May 26, 2022",234752,114.09
"May 25, 2022",191370,110.33
"May 24, 2022",224794,109.77
"May 23, 2022",215623,110.29
"May 20, 2022",229930,113.23
"May 19, 2022",68511,112.21
"May 18, 2022",103669,109.59
"May 17, 2022",252630,112.4
"May 16, 2022",289127,114.2
"May 13, 2022",240989,110.49
"May 12, 2022",323547,106.13
"May 11, 2022",382701,105.71
"May 10, 2022",389750,99.76
"May 9, 2022",368183,103.09
"May 6, 2022",294278,109.77
"May 5, 2022",286916,108.26
"May 4, 2022",272909,107.81
"May 3, 2022",239266,102.41
"May 2, 2022",261878,105.17
"Apr 29, 2022",294386,104.69
"Apr 28, 2022",312064,105.36
"Apr 27, 2022",278781,102.02
"Apr 26, 2022",351850,101.7
"Apr 25, 2022",328153,98.54
"Apr 22, 2022",246116,102.07
"Apr 21, 2022",280321,103.79
"Apr 20, 2022",299028,102.75
"Apr 19, 2022",71792,102.56
"Apr 18, 2022",68489,108.21
"Apr 14, 2022",244952,106.95
"Apr 13, 2022",312502,104.25
"Apr 12, 2022",329037,100.6
"Apr 11, 2022",315873,94.29
"Apr 8, 2022",310082,98.26
"Apr 7, 2022",367318,96.03
"Apr 6, 2022",366036,96.23
"Apr 5, 2022",280283,101.96
"Apr 4, 2022",288131,103.28
"Apr 1, 2022",324777,99.27
"Mar 31, 2022",450845,100.28
"Mar 30, 2022",284544,107.82
"Mar 29, 2022",387200,104.24
"Mar 28, 2022",372251,105.96
"Mar 25, 2022",320304,113.9
"Mar 24, 2022",307238,112.34
"Mar 23, 2022",289182,114.93
"Mar 22, 2022",318629,111.76
"Mar 21, 2022",77217,112.12
"Mar 18, 2022",74247,104.7
"Mar 17, 2022",210763,102.98
"Mar 16, 2022",293947,95.04
